Time,Emotion,Temperature,Humidity,discomfort
2:50:36,0.000000,23.200001,88.000000,72.71984
2:50:37,0.000000,23.200001,88.000000,72.71984
2:50:38,-1.000000,23.200001,86.000000,72.54648
2:50:39,-1.000000,23.200001,86.000000,72.54648
2:50:40,-1.000000,23.200001,89.000000,72.80652
2:50:41,-1.000000,23.200001,89.000000,72.80652
2:50:42,-1.000000,23.299999,89.000000,72.97563
2:50:43,-1.000000,23.299999,89.000000,72.97563
2:50:44,-1.000000,23.299999,89.000000,72.97563
2:50:45,-1.000000,23.200001,89.000000,72.80652
2:50:46,-1.000000,23.200001,89.000000,72.80652
2:50:47,-1.000000,23.200001,89.000000,72.80652
2:50:48,-1.000000,23.299999,87.000000,72.800285
2:50:49,-1.000000,23.299999,87.000000,72.800285
2:50:50,-1.000000,23.299999,87.000000,72.800285
2:50:51,-1.000000,23.299999,87.000000,72.800285
2:50:52,-1.000000,23.200001,89.000000,72.80652
2:50:53,-1.000000,23.200001,89.000000,72.80652
2:50:54,-1.000000,23.200001,89.000000,72.80652
2:50:55,-1.000000,23.200001,89.000000,72.80652
2:50:56,-1.000000,23.200001,89.000000,72.80652
2:50:57,-1.000000,23.200001,89.000000,72.80652
2:50:58,-1.000000,23.200001,87.000000,72.63316
2:50:59,-1.000000,23.200001,87.000000,72.63316
2:51:0,-1.000000,23.200001,87.000000,72.63316
2:51:1,-1.000000,23.200001,87.000000,72.63316
2:51:2,-1.000000,23.200001,87.000000,72.63316
2:51:3,-1.000000,23.200001,89.000000,72.80652
2:51:4,-1.000000,23.200001,89.000000,72.80652
2:51:5,-1.000000,23.200001,89.000000,72.80652
2:51:6,-1.000000,23.200001,87.000000,72.63316
2:51:7,43.333333,23.200001,87.000000,72.63316
2:51:8,40.000000,23.200001,87.000000,72.63316
2:51:9,36.666667,23.200001,87.000000,72.63316
2:51:10,33.333333,23.200001,87.000000,72.63316
2:51:11,33.333333,23.200001,87.000000,72.63316
2:51:12,33.333333,23.200001,87.000000,72.63316
2:51:13,33.333333,23.200001,89.000000,72.80652
2:51:14,36.666667,23.200001,89.000000,72.80652
2:51:15,0.000000,23.200001,89.000000,72.80652
2:51:16,36.666667,23.200001,89.000000,72.80652
2:51:17,33.333333,23.200001,89.000000,72.80652
2:51:18,36.666667,23.200001,87.000000,72.63316
2:51:19,40.000000,23.200001,87.000000,72.63316
2:51:20,40.000000,23.200001,87.000000,72.63316
2:51:21,40.000000,23.200001,89.000000,72.80652
2:51:22,40.000000,23.200001,89.000000,72.80652
2:51:23,36.666667,23.100000,87.000000,72.466034
2:51:24,36.666667,23.100000,87.000000,72.466034
2:51:25,33.333333,23.100000,89.000000,72.63741
2:51:26,30.000000,23.100000,89.000000,72.63741
